code,date,hour,wind,wind_max,temperature,rain_duration,rain,fog,snow,thunder,ice
209,20240101,1,150,190,,,,,,,
209,20240101,2,130,170,,,,,,,
209,20240101,3,130,210,,,,,,,
209,20240101,4,130,170,,,,,,,
209,20240101,5,130,180,,,,,,,
209,20240101,6,140,170,,,,,,,
209,20240101,7,140,180,,,,,,,
209,20240101,8,140,180,,,,,,,
209,20240101,9,140,190,,,,,,,
209,20240101,10,140,180,,,,,,,
209,20240101,11,140,170,,,,,,,
209,20240101,12,130,170,,,,,,,
209,20240101,13,120,160,,,,,,,
209,20240101,14,120,150,,,,,,,
209,20240101,15,120,150,,,,,,,
209,20240101,16,110,140,,,,,,,
209,20240101,17,100,130,,,,,,,
209,20240101,18,90,110,,,,,,,
209,20240101,19,80,100,,,,,,,
209,20240101,20,100,130,,,,,,,
209,20240101,21,90,120,,,,,,,
209,20240101,22,90,110,,,,,,,
209,20240101,23,90,110,,,,,,,
209,20240101,24,100,130,,,,,,,
209,20240102,1,100,140,,,,,,,
209,20240102,2,110,160,,,,,,,
209,20240102,3,120,150,,,,,,,
209,20240102,4,120,140,,,,,,,
209,20240102,5,120,160,,,,,,,
209,20240102,6,110,140,,,,,,,
209,20240102,7,120,160,,,,,,,
209,20240102,8,110,140,,,,,,,
209,20240102,9,100,130,,,,,,,
209,20240102,10,90,100,,,,,,,
209,20240102,11,90,110,,,,,,,
209,20240102,12,90,120,,,,,,,
209,20240102,13,70,120,,,,,,,
209,20240102,14,80,110,,,,,,,
209,20240102,15,90,110,,,,,,,
209,20240102,16,110,160,,,,,,,
209,20240102,17,140,210,,,,,,,
209,20240102,18,190,250,,,,,,,
209,20240102,19,200,250,,,,,,,
209,20240102,20,200,290,,,,,,,
209,20240102,21,230,350,,,,,,,
209,20240102,22,220,310,,,,,,,
209,20240102,23,200,270,,,,,,,
209,20240102,24,190,250,,,,,,,
209,20240103,1,170,240,,,,,,,
209,20240103,2,160,230,,,,,,,
209,20240103,3,160,200,,,,,,,
209,20240103,4,150,190,,,,,,,
209,20240103,5,130,170,,,,,,,
209,20240103,6,120,160,,,,,,,
209,20240103,7,120,150,,,,,,,
209,20240103,8,110,140,,,,,,,
209,20240103,9,100,130,,,,,,,
209,20240103,10,110,150,,,,,,,
209,20240103,11,120,150,,,,,,,
209,20240103,12,110,150,,,,,,,
209,20240103,13,100,140,,,,,,,
209,20240103,14,90,120,,,,,,,
209,20240103,15,90,130,,,,,,,
209,20240103,16,70,100,,,,,,,
209,20240103,17,50,90,,,,,,,
209,20240103,18,60,90,,,,,,,
209,20240103,19,80,110,,,,,,,
209,20240103,20,60,110,,,,,,,
209,20240103,21,50,80,,,,,,,
209,20240103,22,60,80,,,,,,,
209,20240103,23,70,90,,,,,,,
209,20240103,24,80,100,,,,,,,
209,20240104,1,80,110,,,,,,,
209,20240104,2,80,100,,,,,,,
209,20240104,3,70,90,,,,,,,
209,20240104,4,60,70,,,,,,,
209,20240104,5,50,70,,,,,,,
209,20240104,6,40,60,,,,,,,
209,20240104,7,20,40,,,,,,,
209,20240104,8,20,30,,,,,,,
209,20240104,9,20,30,,,,,,,
209,20240104,10,30,40,,,,,,,
209,20240104,11,30,40,,,,,,,
209,20240104,12,30,40,,,,,,,
209,20240104,13,30,40,,,,,,,
209,20240104,14,40,70,,,,,,,
209,20240104,15,40,70,,,,,,,
209,20240104,16,40,60,,,,,,,
209,20240104,17,40,50,,,,,,,
209,20240104,18,40,70,,,,,,,
209,20240104,19,50,70,,,,,,,
209,20240104,20,50,60,,,,,,,
209,20240104,21,50,70,,,,,,,
209,20240104,22,50,70,,,,,,,
209,20240104,23,70,90,,,,,,,
209,20240104,24,70,100,,,,,,,
209,20240105,1,80,110,,,,,,,
209,20240105,2,80,100,,,,,,,
209,20240105,3,70,90,,,,,,,
209,20240105,4,70,100,,,,,,,
209,20240105,5,80,110,,,,,,,
209,20240105,6,70,110,,,,,,,
209,20240105,7,60,110,,,,,,,
