code,date,hour,wind,wind_max,temperature,rain_duration,rain,fog,snow,thunder,ice
209,20240201,1,110,150,,,,,,,
209,20240201,2,90,120,,,,,,,
209,20240201,3,80,100,,,,,,,
209,20240201,4,80,100,,,,,,,
209,20240201,5,80,110,,,,,,,
209,20240201,6,80,110,,,,,,,
209,20240201,7,80,100,,,,,,,
209,20240201,8,80,110,,,,,,,
209,20240201,9,80,100,,,,,,,
209,20240201,10,80,110,,,,,,,
209,20240201,11,70,90,,,,,,,
209,20240201,12,60,80,,,,,,,
209,20240201,13,60,70,,,,,,,
209,20240201,14,60,70,,,,,,,
209,20240201,15,50,70,,,,,,,
209,20240201,16,50,70,,,,,,,
209,20240201,17,50,70,,,,,,,
209,20240201,18,50,70,,,,,,,
209,20240201,19,50,70,,,,,,,
209,20240201,20,60,70,,,,,,,
209,20240201,21,60,70,,,,,,,
209,20240201,22,70,80,,,,,,,
209,20240201,23,70,90,,,,,,,
209,20240201,24,80,100,,,,,,,
209,20240202,1,80,110,,,,,,,
209,20240202,2,90,110,,,,,,,
209,20240202,3,100,120,,,,,,,
209,20240202,4,100,130,,,,,,,
209,20240202,5,100,130,,,,,,,
209,20240202,6,100,120,,,,,,,
209,20240202,7,100,120,,,,,,,
209,20240202,8,110,130,,,,,,,
209,20240202,9,110,130,,,,,,,
209,20240202,10,110,140,,,,,,,
209,20240202,11,110,150,,,,,,,
209,20240202,12,110,130,,,,,,,
209,20240202,13,100,130,,,,,,,
209,20240202,14,100,120,,,,,,,
209,20240202,15,100,120,,,,,,,
209,20240202,16,100,120,,,,,,,
209,20240202,17,100,120,,,,,,,
209,20240202,18,90,120,,,,,,,
209,20240202,19,90,110,,,,,,,
209,20240202,20,100,120,,,,,,,
209,20240202,21,110,130,,,,,,,
209,20240202,22,100,120,,,,,,,
209,20240202,23,100,120,,,,,,,
209,20240202,24,100,120,,,,,,,
209,20240203,1,100,120,,,,,,,
209,20240203,2,100,130,,,,,,,
209,20240203,3,90,120,,,,,,,
209,20240203,4,90,110,,,,,,,
209,20240203,5,90,110,,,,,,,
209,20240203,6,90,110,,,,,,,
209,20240203,7,100,120,,,,,,,
209,20240203,8,110,120,,,,,,,
209,20240203,9,100,120,,,,,,,
209,20240203,10,90,120,,,,,,,
209,20240203,11,100,130,,,,,,,
209,20240203,12,100,120,,,,,,,
209,20240203,13,100,120,,,,,,,
209,20240203,14,100,120,,,,,,,
209,20240203,15,90,100,,,,,,,
209,20240203,16,80,100,,,,,,,
209,20240203,17,70,90,,,,,,,
209,20240203,18,80,100,,,,,,,
209,20240203,19,90,110,,,,,,,
209,20240203,20,90,110,,,,,,,
209,20240203,21,90,110,,,,,,,
209,20240203,22,100,120,,,,,,,
209,20240203,23,90,110,,,,,,,
209,20240203,24,80,100,,,,,,,
209,20240204,1,70,110,,,,,,,
209,20240204,2,70,100,,,,,,,
209,20240204,3,70,100,,,,,,,
209,20240204,4,80,100,,,,,,,
209,20240204,5,60,90,,,,,,,
209,20240204,6,70,90,,,,,,,
209,20240204,7,70,100,,,,,,,
209,20240204,8,80,100,,,,,,,
209,20240204,9,90,110,,,,,,,
209,20240204,10,100,130,,,,,,,
209,20240204,11,100,130,,,,,,,
209,20240204,12,80,110,,,,,,,
209,20240204,13,80,110,,,,,,,
209,20240204,14,90,110,,,,,,,
209,20240204,15,110,140,,,,,,,
209,20240204,16,110,140,,,,,,,
209,20240204,17,120,150,,,,,,,
209,20240204,18,120,150,,,,,,,
209,20240204,19,120,150,,,,,,,
209,20240204,20,120,140,,,,,,,
209,20240204,21,120,140,,,,,,,
209,20240204,22,130,150,,,,,,,
209,20240204,23,140,170,,,,,,,
209,20240204,24,130,160,,,,,,,
209,20240205,1,120,150,,,,,,,
209,20240205,2,120,150,,,,,,,
209,20240205,3,120,150,,,,,,,
209,20240205,4,110,160,,,,,,,
209,20240205,5,100,140,,,,,,,
209,20240205,6,100,130,,,,,,,
209,20240205,7,100,140,,,,,,,
209,20240205,8,100,140,,,,,,,
209,20240205,9,110,160,,,,,,,
209,20240205,10,130,150,,,,,,,
209,20240205,11,130,160,,,,,,,
209,20240205,12,120,150,,,,,,,
209,20240205,13,130,170,,,,,,,
209,20240205,14,130,170,,,,,,,
209,20240205,15,130,170,,,,,,,
209,20240205,16,130,180,,,,,,,
209,20240205,17,130,160,,,,,,,
209,20240205,18,120,150,,,,,,,
209,20240205,19,120,150,,,,,,,
209,20240205,20,120,150,,,,,,,
209,20240205,21,130,160,,,,,,,
209,20240205,22,130,160,,,,,,,
209,20240205,23,130,160,,,,,,,
209,20240205,24,130,160,,,,,,,
209,20240206,1,130,160,,,,,,,
209,20240206,2,140,170,,,,,,,
209,20240206,3,130,170,,,,,,,
209,20240206,4,140,170,,,,,,,
209,20240206,5,130,180,,,,,,,
209,20240206,6,140,170,,,,,,,
209,20240206,7,140,170,,,,,,,
209,20240206,8,140,180,,,,,,,
209,20240206,9,160,200,,,,,,,
209,20240206,10,170,220,,,,,,,
209,20240206,11,160,210,,,,,,,
209,20240206,12,160,190,,,,,,,
209,20240206,13,160,210,,,,,,,
209,20240206,14,160,190,,,,,,,
209,20240206,15,150,190,,,,,,,
209,20240206,16,150,180,,,,,,,
209,20240206,17,150,190,,,,,,,
209,20240206,18,150,190,,,,,,,
209,20240206,19,160,210,,,,,,,
209,20240206,20,180,220,,,,,,,
209,20240206,21,100,220,,,,,,,
209,20240206,22,80,110,,,,,,,
209,20240206,23,70,110,,,,,,,
209,20240206,24,70,90,,,,,,,
209,20240207,1,70,90,,,,,,,
209,20240207,2,60,80,,,,,,,
209,20240207,3,60,90,,,,,,,
209,20240207,4,70,90,,,,,,,
209,20240207,5,80,100,,,,,,,
209,20240207,6,80,90,,,,,,,
209,20240207,7,70,90,,,,,,,
209,20240207,8,60,70,,,,,,,
209,20240207,9,40,70,,,,,,,
209,20240207,10,40,50,,,,,,,
209,20240207,11,40,50,,,,,,,
209,20240207,12,20,40,,,,,,,
209,20240207,13,10,20,,,,,,,
209,20240207,14,10,20,,,,,,,
209,20240207,15,10,20,,,,,,,
209,20240207,16,10,30,,,,,,,
209,20240207,17,20,30,,,,,,,
209,20240207,18,20,30,,,,,,,
209,20240207,19,20,30,,,,,,,
209,20240207,20,20,20,,,,,,,
209,20240207,21,20,30,,,,,,,
209,20240207,22,10,20,,,,,,,
209,20240207,23,10,10,,,,,,,
209,20240207,24,10,20,,,,,,,
209,20240208,1,10,20,,,,,,,
209,20240208,2,10,20,,,,,,,
209,20240208,3,20,20,,,,,,,
209,20240208,4,20,20,,,,,,,
209,20240208,5,20,30,,,,,,,
209,20240208,6,30,50,,,,,,,
209,20240208,7,40,50,,,,,,,
209,20240208,8,40,50,,,,,,,
209,20240208,9,40,60,,,,,,,
209,20240208,10,50,70,,,,,,,
209,20240208,11,60,70,,,,,,,
209,20240208,12,60,100,,,,,,,
209,20240208,13,70,110,,,,,,,
209,20240208,14,80,110,,,,,,,
209,20240208,15,110,150,,,,,,,
209,20240208,16,110,150,,,,,,,
209,20240208,17,110,150,,,,,,,
209,20240208,18,110,150,,,,,,,
209,20240208,19,110,130,,,,,,,
209,20240208,20,100,150,,,,,,,
209,20240208,21,90,120,,,,,,,
209,20240208,22,80,110,,,,,,,
209,20240208,23,70,90,,,,,,,
209,20240208,24,70,90,,,,,,,
209,20240209,1,60,80,,,,,,,
209,20240209,2,60,80,,,,,,,
209,20240209,3,60,70,,,,,,,
209,20240209,4,70,90,,,,,,,
209,20240209,5,80,100,,,,,,,
209,20240209,6,80,110,,,,,,,
209,20240209,7,80,110,,,,,,,
209,20240209,8,90,130,,,,,,,
209,20240209,9,100,140,,,,,,,
209,20240209,10,100,130,,,,,,,
209,20240209,11,100,130,,,,,,,
209,20240209,12,90,130,,,,,,,
209,20240209,13,100,120,,,,,,,
209,20240209,14,100,120,,,,,,,
209,20240209,15,90,120,,,,,,,
209,20240209,16,90,120,,,,,,,
209,20240209,17,90,110,,,,,,,
209,20240209,18,70,100,,,,,,,
209,20240209,19,80,90,,,,,,,
209,20240209,20,70,110,,,,,,,
209,20240209,21,70,90,,,,,,,
209,20240209,22,70,80,,,,,,,
209,20240209,23,70,80,,,,,,,
209,20240209,24,70,90,,,,,,,
209,20240210,1,70,80,,,,,,,
209,20240210,2,70,80,,,,,,,
209,20240210,3,60,70,,,,,,,
209,20240210,4,60,80,,,,,,,
209,20240210,5,60,70,,,,,,,
209,20240210,6,60,70,,,,,,,
209,20240210,7,60,70,,,,,,,
209,20240210,8,50,70,,,,,,,
209,20240210,9,50,60,,,,,,,
209,20240210,10,50,60,,,,,,,
209,20240210,11,50,50,,,,,,,
209,20240210,12,30,40,,,,,,,
209,20240210,13,10,20,,,,,,,
209,20240210,14,10,10,,,,,,,
209,20240210,15,20,30,,,,,,,
209,20240210,16,40,60,,,,,,,
209,20240210,17,50,50,,,,,,,
209,20240210,18,40,60,,,,,,,
209,20240210,19,50,60,,,,,,,
209,20240210,20,50,60,,,,,,,
209,20240210,21,50,60,,,,,,,
209,20240210,22,40,60,,,,,,,
209,20240210,23,40,50,,,,,,,
209,20240210,24,40,50,,,,,,,
209,20240211,1,40,60,,,,,,,
209,20240211,2,40,50,,,,,,,
209,20240211,3,40,50,,,,,,,
209,20240211,4,40,50,,,,,,,
209,20240211,5,30,40,,,,,,,
209,20240211,6,30,60,,,,,,,
209,20240211,7,70,90,,,,,,,
209,20240211,8,70,90,,,,,,,
209,20240211,9,70,100,,,,,,,
209,20240211,10,70,90,,,,,,,
209,20240211,11,70,90,,,,,,,
209,20240211,12,70,80,,,,,,,
209,20240211,13,60,80,,,,,,,
209,20240211,14,60,70,,,,,,,
209,20240211,15,60,70,,,,,,,
209,20240211,16,50,60,,,,,,,
209,20240211,17,40,60,,,,,,,
209,20240211,18,40,50,,,,,,,
209,20240211,19,40,60,,,,,,,
209,20240211,20,40,60,,,,,,,
209,20240211,21,40,50,,,,,,,
209,20240211,22,50,80,,,,,,,
209,20240211,23,50,60,,,,,,,
209,20240211,24,40,50,,,,,,,
209,20240212,1,50,70,,,,,,,
209,20240212,2,50,70,,,,,,,
209,20240212,3,50,60,,,,,,,
209,20240212,4,50,60,,,,,,,
209,20240212,5,50,60,,,,,,,
209,20240212,6,50,60,,,,,,,
209,20240212,7,40,50,,,,,,,
209,20240212,8,50,60,,,,,,,
209,20240212,9,40,60,,,,,,,
209,20240212,10,50,70,,,,,,,
209,20240212,11,60,70,,,,,,,
209,20240212,12,60,70,,,,,,,
209,20240212,13,60,90,,,,,,,
209,20240212,14,60,80,,,,,,,
209,20240212,15,70,100,,,,,,,
209,20240212,16,80,90,,,,,,,
209,20240212,17,70,90,,,,,,,
209,20240212,18,70,90,,,,,,,
209,20240212,19,70,90,,,,,,,
209,20240212,20,60,80,,,,,,,
209,20240212,21,60,80,,,,,,,
209,20240212,22,60,80,,,,,,,
209,20240212,23,50,70,,,,,,,
209,20240212,24,60,80,,,,,,,
209,20240213,1,70,90,,,,,,,
209,20240213,2,80,110,,,,,,,
209,20240213,3,80,100,,,,,,,
209,20240213,4,80,120,,,,,,,
209,20240213,5,100,120,,,,,,,
209,20240213,6,110,130,,,,,,,
209,20240213,7,100,130,,,,,,,
209,20240213,8,110,140,,,,,,,
209,20240213,9,100,130,,,,,,,
209,20240213,10,110,140,,,,,,,
209,20240213,11,110,140,,,,,,,
209,20240213,12,100,130,,,,,,,
209,20240213,13,100,120,,,,,,,
209,20240213,14,100,120,,,,,,,
209,20240213,15,80,120,,,,,,,
209,20240213,16,90,120,,,,,,,
209,20240213,17,80,100,,,,,,,
209,20240213,18,70,80,,,,,,,
209,20240213,19,70,80,,,,,,,
209,20240213,20,70,90,,,,,,,
209,20240213,21,80,110,,,,,,,
209,20240213,22,80,120,,,,,,,
209,20240213,23,110,140,,,,,,,
209,20240213,24,120,160,,,,,,,
209,20240214,1,130,160,,,,,,,
209,20240214,2,130,170,,,,,,,
209,20240214,3,120,150,,,,,,,
209,20240214,4,110,140,,,,,,,
209,20240214,5,120,140,,,,,,,
209,20240214,6,120,140,,,,,,,
209,20240214,7,120,150,,,,,,,
209,20240214,8,100,120,,,,,,,
209,20240214,9,110,130,,,,,,,
209,20240214,10,110,130,,,,,,,
209,20240214,11,100,130,,,,,,,
209,20240214,12,90,120,,,,,,,
209,20240214,13,90,110,,,,,,,
209,20240214,14,100,120,,,,,,,
209,20240214,15,90,110,,,,,,,
209,20240214,16,90,120,,,,,,,
209,20240214,17,100,120,,,,,,,
209,20240214,18,100,110,,,,,,,
209,20240214,19,100,120,,,,,,,
209,20240214,20,100,120,,,,,,,
209,20240214,21,100,120,,,,,,,
209,20240214,22,100,120,,,,,,,
209,20240214,23,80,100,,,,,,,
209,20240214,24,80,100,,,,,,,
209,20240215,1,70,90,,,,,,,
209,20240215,2,70,90,,,,,,,
