code,name,lat,lng,neighbours,weather_station
UTLN,Utrecht Lunetten,52.06555557251,5.144166469574,"['HTN', 'UTVR']",260
UTM,Utrecht Maliebaan,52.087776184082,5.1313886642456,['UTO'],260
UTO,Utrecht Overvecht,52.110000610352,5.1247220039368,"['BHV', 'HOR', 'UT', 'UTM']",260
UTT,Utrecht Terwijde,52.1000753,5.0439547,"['UTLR', 'VTN']",260
UTVR,Utrecht Vaartsche Rijn,52.078889,5.121667,"['BNK', 'UT', 'UTLN']",260
UTZL,Utrecht Zuilen,52.103055,5.09,"['MAS', 'UT']",260
VK,Valkenburg,50.869720458984,5.8322219848633,"['SGL', 'SOG']",380
VSV,Varsseveld,51.937257,6.458839,"['ATN', 'TBG']",275
VDM,Veendam,53.10324,6.88475,['ZB'],280
VNDC,Veenendaal Centrum,52.020000457764,5.548611164093,"['RHN', 'VNDW']",265
VNDW,Veenendaal West,52.028057098389,5.531388759613,"['MRN', 'VNDC']",265
KLP,Veenendaal-De Klomp,52.045833587646,5.5738887786865,"['ED', 'MRN']",275
VP,Velp,51.994720458984,5.9802780151367,"['AHPR', 'RH']",275
VL,Venlo,51.363609313965,6.1727776527405,"['BR', 'TG']",392
VRY,Venray,51.526568099007,6.0141777992248,"['BR', 'VLB']",392
VLB,Vierlingsbeek,51.59193,5.99714,"['BMR', 'VRY']",392
VTN,Vleuten,52.103056,5.007404,"['UTT', 'WD']",260
VS,Vlissingen,51.464721679688,3.5952777862549,"['MDB', 'VSS']",310
VSS,Vlissingen Souburg,51.445835113525,3.5952777862549,['VS'],310
VDL,Voerendaal,50.887222290039,5.9302778244019,"['HRLW', 'KMR']",380
VB,Voorburg,52.066665649414,4.3594446182251,"['GVC', 'YPB']",215
VH,Voorhout,52.224445343018,4.4844446182251,"['HIL', 'LEDN']",210
VST,Voorschoten,52.1252784729,4.4324998855591,"['DVNK', 'GVM']",215
VEM,Voorst-Empe,52.157501220703,6.1436109542847,"['KBK', 'ZP']",275
VD,Vorden,52.1071949,6.3170457,"['RL', 'ZP']",275
VZ,Vriezenveen,52.40203,6.60041,"['AML', 'DA']",290
VHP,Vroomshoop,52.4571921,6.5696679,"['DA', 'MRB']",290
VG,Vught,51.655555725098,5.2919445037842,"['BTL', 'HT']",370
WAD,Waddinxveen,52.044166564941,4.6497220993042,"['WADN', 'WADT']",344
WADN,Waddinxveen Noord,52.055000305176,4.6483335494995,"['BSKS', 'WAD']",344
WADT,Waddinxveen Triangel,52.02725,4.6491,"['GD', 'WAD']",344
WFM,Warffum,53.3908431,6.5671364,"['BF', 'UST']",280
WT,Weert,51.248611450195,5.7036108970642,"['MZ', 'RM']",377
WP,Weesp,52.3127784729,5.0430555343628,"['AMPO', 'DMN', 'NDB']",240
WL,Wehl,51.9578065,6.213844,"['DID', 'DTCH']",275
WTV,Westervoort,51.96286,5.9695,"['AHP', 'DVN']",275
WZ,Wezep,52.454166412354,6.0025000572205,"['HDE', 'ZL']",275
WDN,Wierden,52.361389160156,6.5916666984558,"['AML', 'NVD', 'RSN']",290
WC,Wijchen,51.811668395996,5.730833530426,"['NMD', 'RVS']",375
WH,Wijhe,52.390277862549,6.1405553817749,"['OST', 'ZL']",275
WS,Winschoten,53.1392377,7.035101,"['NSCH', 'SDA']",280
WSM,Winsum,53.3300994,6.5202905,"['BF', 'SWD']",280
WW,Winterswijk,51.9677307,6.7155181,"['ATN', 'WWW']",290
WWW,Winterswijk West,51.97453,6.70417,"['LTV', 'WW']",290
WD,Woerden,52.084999084473,4.8936109542847,"['BDG', 'BKL', 'GDG', 'VTN']",348
WF,Wolfheze,52.005554199219,5.7936110496521,"['ED', 'OTB']",275
WV,Wolvega,52.880832672119,6.0036110877991,"['HRY', 'SWK']",270
WK,Workum,52.9724864,5.4564285,"['HNP', 'IJT']",270
WM,Wormerveer,52.489166259766,4.7922220230103,"['KMA', 'ZZS']",240
ZD,Zaandam,52.438888549805,4.8136110305786,"['ASS', 'KZ', 'ZDK']",240
ZDK,Zaandam Kogerveld,52.456665039062,4.8202776908875,"['PMW', 'ZD']",240
ZZS,Zaandijk Zaanse Schans,52.469165802002,4.8049998283386,"['KZ', 'WM']",240
ZBM,Zaltbommel,51.80888748169,5.2633333206177,"['GDM', 'HT']",348
ZVT,Zandvoort aan Zee,52.3752784729,4.5327777862549,['OVN'],240
ZA,Zetten-Andelst,51.920056,5.7228408,"['EST', 'HMN']",275
ZV,Zevenaar,51.923053741455,6.0719442367554,"['DID', 'DVN']",275
ZVB,Zevenbergen,51.64042,4.60904,"['ODB', 'ZLW']",350
ZTM,Zoetermeer,52.047500610352,4.4772224426269,"['YPB', 'ZTMO']",344
ZTMO,Zoetermeer Oost,52.046390533447,4.4927778244019,"['LLZM', 'ZTM']",344
ZB,Zuidbroek,53.159612280006,6.8679141998291,"['HGZ', 'SDA', 'VDM']",280
ZH,Zuidhorn,53.2486292,6.4062361,"['GK', 'GN']",280
ZP,Zutphen,52.145278930664,6.1941666603088,"['BMN', 'DV', 'LC', 'VD', 'VEM']",275
ZWD,Zwijndrecht,51.814998626709,4.6416668891907,"['BRD', 'DDR']",344
ZL,Zwolle,52.504722595215,6.0919442176819,"['DL', 'HNO', 'KPNZ', 'MP', 'WH', 'WZ', 'ZLSH']",275
ZLSH,Zwolle Stadshagen,52.52764,6.05146,"['KPN', 'ZL']",275
